nodes,p,graph_name,method,execution_time,graph_path
40000,0.03,locally_connected,sat_solving,100.11691665649414,graph-nodes-40000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-27-05-2023-18:30:58.txt
40000,0.03,locally_connected,sat,6729.828751325607,graph-nodes-40000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-27-05-2023-18:30:58.txt
25000,0.03,locally_connected,sat_formula,2573.999620437622,graph-nodes-25000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-14:59:48.txt
25000,0.03,locally_connected,sat_solving,34.075387716293335,graph-nodes-25000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-14:59:48.txt
25000,0.03,locally_connected,sat,2608.077011346817,graph-nodes-25000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-14:59:48.txt
15000,0.03,locally_connected,locally_connected,0.296114444732666,graph-nodes-15000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:27:14.txt
20000,0.03,locally_connected,locally_connected,0.5226430892944336,graph-nodes-20000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:56:27.txt
3000,0.03,locally_connected,locally_connected,0.02562880516052246,graph-nodes-3000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:21.txt
7500,0.03,locally_connected,locally_connected,0.07668542861938477,graph-nodes-7500-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:12:31.txt
35000,0.03,locally_connected,locally_connected,1.6738460063934326,graph-nodes-35000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-27-05-2023-12:35:24.txt
45000,0.03,locally_connected,locally_connected,3.0336570739746094,graph-nodes-45000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-28-05-2023-03:26:00.txt
5000,0.03,locally_connected,locally_connected,0.07072782516479492,graph-nodes-5000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:10:49.txt
2000,0.03,locally_connected,locally_connected,0.009678125381469727,graph-nodes-2000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:10.txt
1000,0.03,locally_connected,locally_connected,0.0040128231048583984,graph-nodes-1000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:03.txt
500,0.03,locally_connected,locally_connected,0.00213623046875,graph-nodes-500-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:08:59.txt
50000,0.03,locally_connected,locally_connected,3.5476112365722656,graph-nodes-50000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-28-05-2023-15:36:42.txt
40000,0.03,locally_connected,locally_connected,2.262510061264038,graph-nodes-40000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-27-05-2023-18:30:58.txt
100,0.03,locally_connected,locally_connected,0.004487037658691406,graph-nodes-100-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:08:58.txt
10000,0.03,locally_connected,locally_connected,0.1280527114868164,graph-nodes-10000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:17:29.txt
30000,0.03,locally_connected,locally_connected,1.2002527713775635,graph-nodes-30000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-17:04:26.txt
25000,0.03,locally_connected,locally_connected,2.4170496463775635,graph-nodes-25000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-14:59:48.txt
4000,0.03,locally_connected,locally_connected,0.0352323055267334,graph-nodes-4000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:48.txt
