nodes,p,graph_name,method,execution_time,graph_path,colors
100,0.1,planar,dsatur,0.008275747299194336,graph-nodes-100-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:09:27.txt
1000,0.1,planar,dsatur,0.5387272834777832,graph-nodes-1000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:09:38.txt,4
10000,0.1,planar,dsatur,63.639400243759155,graph-nodes-10000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-29-05-2023-21:26:33.txt,4
2000,0.1,planar,dsatur,2.3420183658599854,graph-nodes-2000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:10:53.txt
3000,0.1,planar,dsatur,5.1871337890625,graph-nodes-3000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:20:29.txt
4000,0.1,planar,dsatur,9.545640707015991,graph-nodes-4000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:55:35.txt,4
500,0.1,planar,dsatur,0.13176536560058594,graph-nodes-500-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:09:28.txt
5000,0.1,planar,dsatur,15.148959636688232,graph-nodes-5000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-26-05-2023-15:26:28.txt
6000,0.1,planar,dsatur,21.967265129089355,graph-nodes-6000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-27-05-2023-12:35:50.txt,4
7000,0.1,planar,dsatur,29.988499402999878,graph-nodes-7000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-27-05-2023-18:39:58.txt
8000,0.1,planar,dsatur,39.37901949882507,graph-nodes-8000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-28-05-2023-04:52:49.txt,4
9000,0.1,planar,dsatur,50.76602387428284,graph-nodes-9000-p-0.1-path-None-cycle-3-planar-True-diameter-None-locally_connected-None-shuffle-True-28-05-2023-21:35:11.txt
100,0.01,locally_connected,dsatur,0.009364843368530273,graph-nodes-100-p-0.01-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-11-06-2023-11:11:18.txt
100,0.03,locally_connected,dsatur,0.006342172622680664,graph-nodes-100-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:08:58.txt,4
1000,0.03,locally_connected,dsatur,1.8640050888061523,graph-nodes-1000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:03.txt,14
10000,0.03,locally_connected,dsatur,1669.250094652176,graph-nodes-10000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:17:29.txt,61
15000,0.03,locally_connected,dsatur,5765.564300537109,graph-nodes-15000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:27:14.txt,85
2000,0.03,locally_connected,dsatur,12.243236780166626,graph-nodes-2000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:10.txt,20
20000,0.03,locally_connected,dsatur,17125.61363053322,graph-nodes-20000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:56:27.txt,108
3000,0.03,locally_connected,dsatur,38.02171492576599,graph-nodes-3000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:21.txt,25
4000,0.03,locally_connected,dsatur,96.10233306884766,graph-nodes-4000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:09:48.txt,30
