nodes,p,graph_name,method,execution_time,graph_path,colors
500,0.03,locally_connected,dsatur,0.289853572845459,graph-nodes-500-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:08:59.txt,10
5000,0.03,locally_connected,dsatur,204.06915378570557,graph-nodes-5000-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:10:49.txt,35
7500,0.03,locally_connected,dsatur,598.7815580368042,graph-nodes-7500-p-0.03-path-None-cycle-None-planar-None-diameter-None-locally_connected-True-shuffle-True-26-05-2023-13:12:31.txt,48
4000,0.5,p7_c3,dsatur,518.6075468063354,graph-nodes-4000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:08.txt
10000,0.5,p7_c3,dsatur,7506.706717014313,graph-nodes-10000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:21.txt
15000,0.5,p7_c3,dsatur,24562.481648921967,graph-nodes-15000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:35.txt
20000,0.5,p7_c3,dsatur,62150.74616074562,graph-nodes-20000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:01:11.txt
5000,0.5,p7_c3,dsatur,882.2106213569641,graph-nodes-5000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:10.txt
7500,0.5,p7_c3,dsatur,2853.200610637665,graph-nodes-7500-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:14.txt
100,0.5,p7_c3,dsatur,0.010335922241210938,graph-nodes-100-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-12:59:51.txt
1000,0.5,p7_c3,dsatur,5.847505331039429,graph-nodes-1000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-12:59:55.txt
2000,0.5,p7_c3,dsatur,47.312700033187866,graph-nodes-2000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:06.txt
3000,0.5,p7_c3,dsatur,161.90048575401306,graph-nodes-3000-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-13:00:06.txt
500,0.5,p7_c3,dsatur,0.7959752082824707,graph-nodes-500-p-0.5-path-7-cycle-3-planar-None-diameter-None-locally_connected-None-shuffle-True-26-05-2023-12:59:51.txt
